Epoch,Generator Loss,Discriminator Loss
0,0.9221473932266235,-0.11826303601264954
1,0.7805558443069458,0.0906621515750885
2,0.7681133151054382,0.1937631368637085
3,0.7395612001419067,-0.08010444790124893
4,0.8211853504180908,-0.3461495637893677
5,0.6734515428543091,0.1947862207889557
6,0.7952035665512085,-0.24002651870250702
7,0.9698221683502197,0.20423614978790283
8,0.9057216048240662,0.09429541230201721
9,0.6218669414520264,0.12534907460212708
10,0.5644786357879639,0.09529188275337219
11,0.6711976528167725,-0.18860521912574768
12,0.6647034287452698,-0.08908951282501221
13,0.6656898856163025,0.13578608632087708
14,0.6269062757492065,0.7827244997024536
15,0.7638270258903503,0.03403949737548828
16,0.9183120727539062,0.154608815908432
17,0.7312304973602295,-0.39419636130332947
18,1.2454242706298828,0.23059934377670288
19,0.7221319079399109,-0.5683019161224365
20,0.5916726589202881,0.3303642272949219
21,0.9347863793373108,-0.33614689111709595
22,0.35847553610801697,-0.23712292313575745
23,0.6525831818580627,0.17497986555099487
24,0.8049631118774414,0.5084046125411987
25,0.9481338262557983,0.410960853099823
26,0.9014778733253479,0.5253003835678101
27,0.7501554489135742,-0.20549270510673523
28,0.6478033065795898,-0.023029491305351257
29,1.0847207307815552,0.2566378712654114
30,0.9542524814605713,0.5905888676643372
31,0.5566381812095642,0.3363189101219177
32,0.4584551453590393,-0.25260496139526367
33,0.784865140914917,-0.964867353439331
34,1.1440083980560303,0.20157656073570251
35,0.4120349884033203,-0.34337174892425537
36,0.3537137806415558,0.62522292137146
37,0.6465595960617065,0.1358710527420044
38,0.7225073575973511,0.3494170308113098
39,1.1737953424453735,0.6665385961532593
40,0.41916513442993164,1.0009949207305908
41,0.6115283966064453,-0.8370122909545898
42,0.5352799296379089,-0.4827490746974945
43,0.6462280750274658,0.2554033398628235
44,0.7782127857208252,0.5837038159370422
45,0.8101154565811157,-0.730161190032959
46,0.47398149967193604,-0.01694151759147644
47,0.6841400861740112,-0.4677066504955292
48,0.7531908750534058,0.08421385288238525
49,0.8778213858604431,0.4620422124862671
50,0.6096749901771545,0.03648902475833893
51,0.42286738753318787,0.5378850102424622
52,0.3157532811164856,-0.5603421926498413
53,0.5559011697769165,-0.25675541162490845
54,0.38436442613601685,-0.3605952858924866
55,0.10427935421466827,0.4961867332458496
56,0.4526911973953247,-0.09806651622056961
57,1.027144432067871,0.018347114324569702
58,0.5384135842323303,-0.17175231873989105
59,0.33992451429367065,0.1278291642665863
60,0.12133502960205078,-0.6729282140731812
61,0.6327007412910461,-0.42438721656799316
62,0.3714068531990051,-0.286150723695755
63,0.3928493559360504,-0.3192340135574341
64,0.2515101432800293,-0.10115212202072144
65,0.8280112743377686,0.40074437856674194
66,0.28306591510772705,-0.20109982788562775
67,0.43757593631744385,1.1390711069107056
68,0.8514147400856018,-0.19058212637901306
69,0.3501083254814148,-0.4794956147670746
70,0.4801037013530731,-0.0015568733215332031
71,0.3429555892944336,-0.5372545719146729
72,0.9579002857208252,1.003488302230835
73,0.6440681219100952,0.09466719627380371
74,0.29916882514953613,0.18974792957305908
75,0.5453276038169861,0.11865194886922836
76,0.842573881149292,0.6070581674575806
77,0.30329960584640503,0.5452641844749451
78,0.5281452536582947,0.21556976437568665
79,0.23440589010715485,-0.0674174427986145
80,0.6866492033004761,-0.06201145052909851
81,0.6737684011459351,0.35027384757995605
82,0.34057167172431946,-0.4855711758136749
83,0.4786797761917114,-0.9590609073638916
84,0.8550230860710144,-0.21764902770519257
85,0.717399537563324,-0.6310972571372986
86,0.8953322768211365,-0.38251006603240967
87,0.8759596347808838,-0.9742295742034912
88,0.5181165933609009,0.33276790380477905
89,0.33328694105148315,-1.5483887195587158
90,0.8004658818244934,-0.18543776869773865
91,0.6645190119743347,0.09150910377502441
92,0.8739942312240601,-0.31563323736190796
93,0.5361554622650146,0.3124645948410034
94,0.3316877782344818,-0.13046249747276306
95,0.3090496361255646,-0.2769831717014313
96,0.38490790128707886,0.0649418830871582
97,0.25477293133735657,-0.010196387767791748
98,0.045526862144470215,0.16530534625053406
99,0.3516639471054077,-0.34273672103881836
