Epoch,Generator Loss,Discriminator Loss
0,0.7031098008155823,0.010133844800293446
1,0.7100448608398438,-0.07200494408607483
2,0.7785347700119019,-0.07958193868398666
3,0.8440985679626465,0.05068006366491318
4,0.7709486484527588,-0.11864374577999115
5,0.8919293880462646,-0.15487968921661377
6,0.8507365584373474,-0.08522745966911316
7,1.0021424293518066,-0.28275495767593384
8,0.856967031955719,-0.5750607252120972
9,1.078621745109558,-0.145488440990448
10,0.9021772146224976,-0.20478671789169312
11,1.1471179723739624,-0.46580469608306885
12,1.229653239250183,-0.6473039984703064
13,1.803736925125122,-1.0656275749206543
14,1.701672077178955,-1.3922187089920044
15,1.7227790355682373,-1.2400661706924438
16,1.8694005012512207,-1.969967007637024
17,1.9868474006652832,-1.4242141246795654
18,1.9362242221832275,-2.1831464767456055
19,2.094374895095825,-2.1249961853027344
20,2.4118239879608154,-1.9333951473236084
21,2.665135145187378,-2.4989075660705566
22,3.04807710647583,-2.722649574279785
23,3.1519012451171875,-2.3202967643737793
24,3.1685140132904053,-3.2847132682800293
25,3.167311668395996,-3.605311870574951
26,3.534541130065918,-4.122282981872559
27,3.8600387573242188,-4.070664882659912
28,3.956717014312744,-4.198596477508545
29,3.8761744499206543,-5.106908798217773
30,3.9826598167419434,-4.222715854644775
31,4.437240123748779,-5.2804155349731445
32,4.387872695922852,-5.9201741218566895
33,4.804497718811035,-5.729620456695557
34,4.906064033508301,-5.703392028808594
35,4.829153060913086,-5.875219821929932
36,5.144098281860352,-5.473136901855469
37,5.240609169006348,-6.513632297515869
38,5.365108966827393,-6.641335964202881
39,5.618995189666748,-6.755526542663574
40,5.685764312744141,-7.252032279968262
41,5.629478931427002,-7.3361358642578125
42,5.7862868309021,-6.9541239738464355
43,5.644187927246094,-6.407114028930664
44,5.79043436050415,-6.218319416046143
45,5.819779872894287,-6.948258399963379
46,5.910520076751709,-7.373183727264404
47,5.906948566436768,-6.881488800048828
48,5.877700328826904,-6.678823947906494
49,5.77382230758667,-6.437321662902832
50,5.9716691970825195,-7.0060343742370605
51,6.1308817863464355,-6.81577205657959
52,6.040162563323975,-6.707836151123047
53,6.087662696838379,-7.241560935974121
54,6.329546928405762,-6.810569763183594
55,6.268011093139648,-7.234993934631348
56,6.207057952880859,-6.895533561706543
57,6.330149173736572,-6.779725074768066
58,6.268022537231445,-7.1791887283325195
59,6.245290279388428,-7.0928521156311035
60,6.4260101318359375,-7.447646617889404
61,6.413639545440674,-7.204230785369873
62,6.250345230102539,-7.891557693481445
63,6.38090705871582,-7.081934452056885
64,6.439727306365967,-7.477210521697998
65,6.422329425811768,-7.943757057189941
66,6.579781532287598,-8.139432907104492
67,6.524887561798096,-7.691783905029297
68,6.718070983886719,-8.36463737487793
69,6.602575302124023,-7.433607578277588
70,6.581867694854736,-7.596099376678467
71,6.607663154602051,-8.074625968933105
72,6.651056289672852,-7.921750545501709
73,6.3910298347473145,-7.315637588500977
74,6.656593322753906,-7.403107643127441
75,6.641007900238037,-7.176424980163574
76,6.4502716064453125,-7.803194522857666
77,6.521210193634033,-7.964988708496094
78,6.6515326499938965,-7.360678672790527
79,6.8306121826171875,-7.805222511291504
80,6.824464321136475,-7.660515785217285
81,6.818511962890625,-7.316799640655518
82,6.801657199859619,-7.340300559997559
83,6.7113871574401855,-7.317393779754639
84,6.894759178161621,-7.283766746520996
85,6.7784504890441895,-7.939587593078613
86,6.898440837860107,-8.142772674560547
87,6.780208587646484,-7.903083801269531
88,6.755683898925781,-7.896337509155273
89,6.985658168792725,-7.814179420471191
90,7.070984363555908,-7.72794771194458
91,7.027082920074463,-7.282547473907471
92,7.182581901550293,-6.934204578399658
93,7.001862525939941,-7.6446452140808105
94,7.094964504241943,-8.023490905761719
95,7.1962409019470215,-7.89616060256958
96,7.1548871994018555,-8.187126159667969
97,7.153834342956543,-8.752318382263184
98,7.02947473526001,-7.790596961975098
99,7.260288715362549,-8.377433776855469
