Model,Architecture,Device,Time_seconds
CTGAN,"(32, 16)",CPU,0.2579
CTGAN,"(32, 16)",CPU,0.2063
CTGAN,"(32, 16)",CPU,0.2041
CTGAN,"(32, 16)",CPU,0.2227
CTGAN,"(32, 16)",CPU,0.2836
CTGAN,"(32, 16)",CPU,0.255
CTGAN,"(32, 16)",CPU,0.2115
CTGAN,"(32, 16)",CPU,0.2188
CTGAN,"(32, 16)",CPU,0.2372
CTGAN,"(32, 16)",CPU,0.2362
CTGAN,"(32, 16)",CPU,0.2432
CTGAN,"(32, 16)",CPU,0.2384
CTGAN,"(32, 16)",CPU,0.207
CTGAN,"(32, 16)",CPU,0.2433
CTGAN,"(32, 16)",CPU,0.2342
CTGAN,"(32, 16)",CPU,0.2673
CTGAN,"(32, 16)",CPU,0.2259
CTGAN,"(32, 16)",CPU,0.2247
CTGAN,"(32, 16)",CPU,0.2654
CTGAN,"(32, 16)",CPU,0.2138
CTGAN,"(32, 16)",CPU,0.23
CTGAN,"(32, 16)",CPU,0.2208
CTGAN,"(32, 16)",CPU,0.2525
CTGAN,"(32, 16)",CPU,0.1979
CTGAN,"(32, 16)",CPU,0.2056
CTGAN,"(32, 16)",CPU,0.2322
CTGAN,"(32, 16)",CPU,0.2518
CTGAN,"(32, 16)",CPU,0.198
CTGAN,"(32, 16)",CPU,0.2002
CTGAN,"(32, 16)",CPU,0.198
CTGAN,"(32, 16)",CPU,0.193
CTGAN,"(32, 16)",CPU,0.2277
CTGAN,"(32, 16)",CPU,0.196
CTGAN,"(32, 16)",CPU,0.2058
CTGAN,"(32, 16)",CPU,0.2395
CTGAN,"(32, 16)",CPU,0.2281
CTGAN,"(32, 16)",CPU,0.2436
CTGAN,"(32, 16)",CPU,0.216
CTGAN,"(32, 16)",CPU,0.2471
CTGAN,"(32, 16)",CPU,0.2086
CTGAN,"(32, 16)",CPU,0.193
CTGAN,"(32, 16)",CPU,0.2176
CTGAN,"(32, 16)",CPU,0.188
CTGAN,"(32, 16)",CPU,0.1951
CTGAN,"(32, 16)",CPU,0.1853
CTGAN,"(32, 16)",CPU,0.1905
CTGAN,"(32, 16)",CPU,0.2406
CTGAN,"(32, 16)",CPU,0.2529
CTGAN,"(32, 16)",CPU,0.2148
CTGAN,"(32, 16)",CPU,0.1873
CTGAN,"(32, 16)",CPU,0.2437
CTGAN,"(32, 16)",CPU,0.209
CTGAN,"(32, 16)",CPU,0.2008
CTGAN,"(32, 16)",CPU,0.2023
CTGAN,"(32, 16)",CPU,0.2034
CTGAN,"(32, 16)",CPU,0.2235
CTGAN,"(32, 16)",CPU,0.1944
CTGAN,"(32, 16)",CPU,0.2032
CTGAN,"(32, 16)",CPU,0.2014
CTGAN,"(32, 16)",CPU,0.2096
CTGAN,"(32, 16)",CPU,0.2328
CTGAN,"(32, 16)",CPU,0.199
