Model,Architecture,Device,Time_seconds
TVAE,"(16, 8)",CUDA,0.2964
TVAE,"(16, 8)",CUDA,0.3211
TVAE,"(16, 8)",CUDA,0.3068
TVAE,"(16, 8)",CUDA,0.2985
TVAE,"(16, 8)",CUDA,0.2979
TVAE,"(16, 8)",CUDA,0.2921
TVAE,"(16, 8)",CUDA,0.2839
TVAE,"(16, 8)",CUDA,0.3237
TVAE,"(16, 8)",CUDA,0.3402
TVAE,"(16, 8)",CUDA,0.2936
TVAE,"(16, 8)",CUDA,0.2796
TVAE,"(16, 8)",CUDA,0.3427
TVAE,"(16, 8)",CUDA,0.3114
TVAE,"(16, 8)",CUDA,0.2862
TVAE,"(16, 8)",CUDA,0.3104
TVAE,"(16, 8)",CUDA,0.2674
TVAE,"(16, 8)",CUDA,0.2749
TVAE,"(16, 8)",CUDA,0.2628
TVAE,"(16, 8)",CUDA,0.2899
TVAE,"(16, 8)",CUDA,0.2597
TVAE,"(16, 8)",CUDA,0.261
TVAE,"(16, 8)",CUDA,0.2903
TVAE,"(16, 8)",CUDA,0.2843
TVAE,"(16, 8)",CUDA,0.2707
TVAE,"(16, 8)",CUDA,0.2702
TVAE,"(16, 8)",CUDA,0.3437
TVAE,"(16, 8)",CUDA,0.3177
TVAE,"(16, 8)",CUDA,0.3094
TVAE,"(16, 8)",CUDA,0.2398
TVAE,"(16, 8)",CUDA,0.2393
TVAE,"(16, 8)",CUDA,0.2399
TVAE,"(16, 8)",CUDA,0.2399
TVAE,"(16, 8)",CUDA,0.2392
TVAE,"(16, 8)",CUDA,0.2395
TVAE,"(16, 8)",CUDA,0.2397
TVAE,"(16, 8)",CUDA,0.2405
TVAE,"(16, 8)",CUDA,0.2463
TVAE,"(16, 8)",CUDA,0.2508
TVAE,"(16, 8)",CUDA,0.2457
TVAE,"(16, 8)",CUDA,0.2364
TVAE,"(16, 8)",CUDA,0.2389
TVAE,"(16, 8)",CUDA,0.2387
TVAE,"(16, 8)",CUDA,0.239
TVAE,"(16, 8)",CUDA,0.238
TVAE,"(16, 8)",CUDA,0.2423
TVAE,"(16, 8)",CUDA,0.239
TVAE,"(16, 8)",CUDA,0.2407
TVAE,"(16, 8)",CUDA,0.2414
TVAE,"(16, 8)",CUDA,0.24
TVAE,"(16, 8)",CUDA,0.2391
TVAE,"(16, 8)",CUDA,0.2395
TVAE,"(16, 8)",CUDA,0.2417
TVAE,"(16, 8)",CUDA,0.2405
TVAE,"(16, 8)",CUDA,0.24
TVAE,"(16, 8)",CUDA,0.242
TVAE,"(16, 8)",CUDA,0.2403
TVAE,"(16, 8)",CUDA,0.2405
TVAE,"(16, 8)",CUDA,0.2407
TVAE,"(16, 8)",CUDA,0.2416
TVAE,"(16, 8)",CUDA,0.2415
TVAE,"(16, 8)",CUDA,0.2414
TVAE,"(16, 8)",CUDA,0.2392
TVAE,"(16, 8)",CUDA,0.2399
TVAE,"(16, 8)",CUDA,0.2398
TVAE,"(16, 8)",CUDA,0.2403
TVAE,"(16, 8)",CUDA,0.237
TVAE,"(16, 8)",CUDA,0.2405
TVAE,"(16, 8)",CUDA,0.2379
TVAE,"(16, 8)",CUDA,0.2391
TVAE,"(16, 8)",CUDA,0.2402
TVAE,"(16, 8)",CUDA,0.2393
TVAE,"(16, 8)",CUDA,0.2401
TVAE,"(16, 8)",CUDA,0.2417
TVAE,"(16, 8)",CUDA,0.2411
TVAE,"(16, 8)",CUDA,0.241
TVAE,"(16, 8)",CUDA,0.2392
TVAE,"(16, 8)",CUDA,0.2395
TVAE,"(16, 8)",CUDA,0.2387
TVAE,"(16, 8)",CUDA,0.2383
TVAE,"(16, 8)",CUDA,0.2393
TVAE,"(16, 8)",CUDA,0.2381
TVAE,"(16, 8)",CUDA,0.2393
TVAE,"(16, 8)",CUDA,0.2384
TVAE,"(16, 8)",CUDA,0.2394
TVAE,"(16, 8)",CUDA,0.2451
TVAE,"(16, 8)",CUDA,0.2407
TVAE,"(16, 8)",CUDA,0.2455
TVAE,"(16, 8)",CUDA,0.24
TVAE,"(16, 8)",CUDA,0.2388
TVAE,"(16, 8)",CUDA,0.2372
TVAE,"(16, 8)",CUDA,0.2357
