Model,Architecture,Device,Time_seconds
TVAE,"(32, 16)",CUDA,0.2303
TVAE,"(32, 16)",CUDA,0.2348
TVAE,"(32, 16)",CUDA,0.2341
TVAE,"(32, 16)",CUDA,0.2642
TVAE,"(32, 16)",CUDA,0.2288
TVAE,"(32, 16)",CUDA,0.2309
TVAE,"(32, 16)",CUDA,0.2342
TVAE,"(32, 16)",CUDA,0.2503
TVAE,"(32, 16)",CUDA,0.2515
TVAE,"(32, 16)",CUDA,0.225
TVAE,"(32, 16)",CUDA,0.2282
TVAE,"(32, 16)",CUDA,0.2389
TVAE,"(32, 16)",CUDA,0.2639
TVAE,"(32, 16)",CUDA,0.2383
TVAE,"(32, 16)",CUDA,0.2284
TVAE,"(32, 16)",CUDA,0.2303
TVAE,"(32, 16)",CUDA,0.2593
TVAE,"(32, 16)",CUDA,0.2316
TVAE,"(32, 16)",CUDA,0.2305
TVAE,"(32, 16)",CUDA,0.2295
TVAE,"(32, 16)",CUDA,0.2576
TVAE,"(32, 16)",CUDA,0.2287
TVAE,"(32, 16)",CUDA,0.2293
TVAE,"(32, 16)",CUDA,0.231
TVAE,"(32, 16)",CUDA,0.2423
TVAE,"(32, 16)",CUDA,0.2412
TVAE,"(32, 16)",CUDA,0.2313
TVAE,"(32, 16)",CUDA,0.2321
TVAE,"(32, 16)",CUDA,0.2407
TVAE,"(32, 16)",CUDA,0.2576
TVAE,"(32, 16)",CUDA,0.2297
TVAE,"(32, 16)",CUDA,0.2351
TVAE,"(32, 16)",CUDA,0.2367
TVAE,"(32, 16)",CUDA,0.2598
TVAE,"(32, 16)",CUDA,0.2281
TVAE,"(32, 16)",CUDA,0.2251
TVAE,"(32, 16)",CUDA,0.2292
TVAE,"(32, 16)",CUDA,0.258
TVAE,"(32, 16)",CUDA,0.2382
TVAE,"(32, 16)",CUDA,0.2359
TVAE,"(32, 16)",CUDA,0.231
TVAE,"(32, 16)",CUDA,0.2329
TVAE,"(32, 16)",CUDA,0.2571
TVAE,"(32, 16)",CUDA,0.2321
TVAE,"(32, 16)",CUDA,0.2322
TVAE,"(32, 16)",CUDA,0.2304
TVAE,"(32, 16)",CUDA,0.2566
TVAE,"(32, 16)",CUDA,0.2335
TVAE,"(32, 16)",CUDA,0.2338
TVAE,"(32, 16)",CUDA,0.2312
TVAE,"(32, 16)",CUDA,0.2569
TVAE,"(32, 16)",CUDA,0.2324
TVAE,"(32, 16)",CUDA,0.2332
TVAE,"(32, 16)",CUDA,0.2344
TVAE,"(32, 16)",CUDA,0.2663
TVAE,"(32, 16)",CUDA,0.2323
TVAE,"(32, 16)",CUDA,0.2285
TVAE,"(32, 16)",CUDA,0.2258
TVAE,"(32, 16)",CUDA,0.2286
TVAE,"(32, 16)",CUDA,0.2508
TVAE,"(32, 16)",CUDA,0.2263
TVAE,"(32, 16)",CUDA,0.2331
TVAE,"(32, 16)",CUDA,0.2306
TVAE,"(32, 16)",CUDA,0.2591
TVAE,"(32, 16)",CUDA,0.2306
TVAE,"(32, 16)",CUDA,0.2283
TVAE,"(32, 16)",CUDA,0.2338
TVAE,"(32, 16)",CUDA,0.2524
TVAE,"(32, 16)",CUDA,0.2283
