Model,Architecture,Device,Time_seconds
CTGAN,"(32, 16)",CUDA,0.152
CTGAN,"(32, 16)",CUDA,0.1243
CTGAN,"(32, 16)",CUDA,0.1186
CTGAN,"(32, 16)",CUDA,0.1287
CTGAN,"(32, 16)",CUDA,0.1198
CTGAN,"(32, 16)",CUDA,0.1147
CTGAN,"(32, 16)",CUDA,0.1211
CTGAN,"(32, 16)",CUDA,0.1242
CTGAN,"(32, 16)",CUDA,0.1447
CTGAN,"(32, 16)",CUDA,0.1296
CTGAN,"(32, 16)",CUDA,0.125
CTGAN,"(32, 16)",CUDA,0.1054
CTGAN,"(32, 16)",CUDA,0.1066
CTGAN,"(32, 16)",CUDA,0.1042
CTGAN,"(32, 16)",CUDA,0.1065
CTGAN,"(32, 16)",CUDA,0.1043
CTGAN,"(32, 16)",CUDA,0.1187
CTGAN,"(32, 16)",CUDA,0.1083
CTGAN,"(32, 16)",CUDA,0.1136
CTGAN,"(32, 16)",CUDA,0.1048
CTGAN,"(32, 16)",CUDA,0.1023
CTGAN,"(32, 16)",CUDA,0.1028
CTGAN,"(32, 16)",CUDA,0.1091
CTGAN,"(32, 16)",CUDA,0.1056
CTGAN,"(32, 16)",CUDA,0.1043
CTGAN,"(32, 16)",CUDA,0.0974
CTGAN,"(32, 16)",CUDA,0.1255
CTGAN,"(32, 16)",CUDA,0.1094
CTGAN,"(32, 16)",CUDA,0.0981
CTGAN,"(32, 16)",CUDA,0.1013
CTGAN,"(32, 16)",CUDA,0.099
CTGAN,"(32, 16)",CUDA,0.1031
CTGAN,"(32, 16)",CUDA,0.1108
CTGAN,"(32, 16)",CUDA,0.1033
CTGAN,"(32, 16)",CUDA,0.1108
CTGAN,"(32, 16)",CUDA,0.1127
CTGAN,"(32, 16)",CUDA,0.1206
CTGAN,"(32, 16)",CUDA,0.1297
CTGAN,"(32, 16)",CUDA,0.1012
CTGAN,"(32, 16)",CUDA,0.1036
CTGAN,"(32, 16)",CUDA,0.1007
CTGAN,"(32, 16)",CUDA,0.1087
CTGAN,"(32, 16)",CUDA,0.105
CTGAN,"(32, 16)",CUDA,0.1027
CTGAN,"(32, 16)",CUDA,0.1055
CTGAN,"(32, 16)",CUDA,0.1101
CTGAN,"(32, 16)",CUDA,0.1091
CTGAN,"(32, 16)",CUDA,0.1071
CTGAN,"(32, 16)",CUDA,0.1168
CTGAN,"(32, 16)",CUDA,0.114
CTGAN,"(32, 16)",CUDA,0.1022
CTGAN,"(32, 16)",CUDA,0.1108
CTGAN,"(32, 16)",CUDA,0.1062
CTGAN,"(32, 16)",CUDA,0.1021
CTGAN,"(32, 16)",CUDA,0.1066
CTGAN,"(32, 16)",CUDA,0.1045
CTGAN,"(32, 16)",CUDA,0.1028
CTGAN,"(32, 16)",CUDA,0.1141
CTGAN,"(32, 16)",CUDA,0.1195
CTGAN,"(32, 16)",CUDA,0.1077
CTGAN,"(32, 16)",CUDA,0.1034
CTGAN,"(32, 16)",CUDA,0.1011
CTGAN,"(32, 16)",CUDA,0.1082
CTGAN,"(32, 16)",CUDA,0.1019
CTGAN,"(32, 16)",CUDA,0.1015
CTGAN,"(32, 16)",CUDA,0.1046
CTGAN,"(32, 16)",CUDA,0.1004
CTGAN,"(32, 16)",CUDA,0.0999
CTGAN,"(32, 16)",CUDA,0.1004
CTGAN,"(32, 16)",CUDA,0.1013
CTGAN,"(32, 16)",CUDA,0.1006
CTGAN,"(32, 16)",CUDA,0.1139
CTGAN,"(32, 16)",CUDA,0.1022
CTGAN,"(32, 16)",CUDA,0.0969
CTGAN,"(32, 16)",CUDA,0.1005
CTGAN,"(32, 16)",CUDA,0.1005
CTGAN,"(32, 16)",CUDA,0.0959
CTGAN,"(32, 16)",CUDA,0.1036
CTGAN,"(32, 16)",CUDA,0.0991
CTGAN,"(32, 16)",CUDA,0.1004
CTGAN,"(32, 16)",CUDA,0.1007
CTGAN,"(32, 16)",CUDA,0.0986
CTGAN,"(32, 16)",CUDA,0.099
CTGAN,"(32, 16)",CUDA,0.1228
CTGAN,"(32, 16)",CUDA,0.1017
CTGAN,"(32, 16)",CUDA,0.1019
CTGAN,"(32, 16)",CUDA,0.0994
CTGAN,"(32, 16)",CUDA,0.1002
CTGAN,"(32, 16)",CUDA,0.1031
CTGAN,"(32, 16)",CUDA,0.1012
CTGAN,"(32, 16)",CUDA,0.0999
CTGAN,"(32, 16)",CUDA,0.0987
CTGAN,"(32, 16)",CUDA,0.1006
CTGAN,"(32, 16)",CUDA,0.0964
CTGAN,"(32, 16)",CUDA,0.1015
CTGAN,"(32, 16)",CUDA,0.114
CTGAN,"(32, 16)",CUDA,0.0934
CTGAN,"(32, 16)",CUDA,0.1006
CTGAN,"(32, 16)",CUDA,0.0995
CTGAN,"(32, 16)",CUDA,0.0986
CTGAN,"(32, 16)",CUDA,0.0999
CTGAN,"(32, 16)",CUDA,0.0987
CTGAN,"(32, 16)",CUDA,0.1013
CTGAN,"(32, 16)",CUDA,0.1
CTGAN,"(32, 16)",CUDA,0.1
CTGAN,"(32, 16)",CUDA,0.0997
CTGAN,"(32, 16)",CUDA,0.0999
