Model,Architecture,Device,Time_seconds
CTGAN,"(64, 32)",CUDA,0.1543
CTGAN,"(64, 32)",CUDA,0.1403
CTGAN,"(64, 32)",CUDA,0.1154
CTGAN,"(64, 32)",CUDA,0.1116
CTGAN,"(64, 32)",CUDA,0.1097
CTGAN,"(64, 32)",CUDA,0.1085
CTGAN,"(64, 32)",CUDA,0.1021
CTGAN,"(64, 32)",CUDA,0.1036
CTGAN,"(64, 32)",CUDA,0.1052
CTGAN,"(64, 32)",CUDA,0.101
CTGAN,"(64, 32)",CUDA,0.1217
CTGAN,"(64, 32)",CUDA,0.1074
CTGAN,"(64, 32)",CUDA,0.1027
CTGAN,"(64, 32)",CUDA,0.1023
CTGAN,"(64, 32)",CUDA,0.1042
CTGAN,"(64, 32)",CUDA,0.1114
CTGAN,"(64, 32)",CUDA,0.1092
CTGAN,"(64, 32)",CUDA,0.1026
CTGAN,"(64, 32)",CUDA,0.1057
CTGAN,"(64, 32)",CUDA,0.1042
CTGAN,"(64, 32)",CUDA,0.1022
CTGAN,"(64, 32)",CUDA,0.1193
CTGAN,"(64, 32)",CUDA,0.1024
CTGAN,"(64, 32)",CUDA,0.1057
CTGAN,"(64, 32)",CUDA,0.1018
CTGAN,"(64, 32)",CUDA,0.1061
CTGAN,"(64, 32)",CUDA,0.1104
CTGAN,"(64, 32)",CUDA,0.1081
CTGAN,"(64, 32)",CUDA,0.1058
CTGAN,"(64, 32)",CUDA,0.1068
CTGAN,"(64, 32)",CUDA,0.1249
CTGAN,"(64, 32)",CUDA,0.1156
CTGAN,"(64, 32)",CUDA,0.1031
CTGAN,"(64, 32)",CUDA,0.1005
CTGAN,"(64, 32)",CUDA,0.1092
CTGAN,"(64, 32)",CUDA,0.1322
CTGAN,"(64, 32)",CUDA,0.1308
CTGAN,"(64, 32)",CUDA,0.1201
CTGAN,"(64, 32)",CUDA,0.1003
CTGAN,"(64, 32)",CUDA,0.1066
CTGAN,"(64, 32)",CUDA,0.1147
CTGAN,"(64, 32)",CUDA,0.0977
CTGAN,"(64, 32)",CUDA,0.0992
CTGAN,"(64, 32)",CUDA,0.1066
CTGAN,"(64, 32)",CUDA,0.1035
CTGAN,"(64, 32)",CUDA,0.114
CTGAN,"(64, 32)",CUDA,0.1151
CTGAN,"(64, 32)",CUDA,0.099
CTGAN,"(64, 32)",CUDA,0.1066
CTGAN,"(64, 32)",CUDA,0.1128
CTGAN,"(64, 32)",CUDA,0.1173
CTGAN,"(64, 32)",CUDA,0.1019
CTGAN,"(64, 32)",CUDA,0.1005
CTGAN,"(64, 32)",CUDA,0.0986
CTGAN,"(64, 32)",CUDA,0.0997
CTGAN,"(64, 32)",CUDA,0.1063
CTGAN,"(64, 32)",CUDA,0.1147
CTGAN,"(64, 32)",CUDA,0.1019
CTGAN,"(64, 32)",CUDA,0.1052
CTGAN,"(64, 32)",CUDA,0.1127
CTGAN,"(64, 32)",CUDA,0.1261
CTGAN,"(64, 32)",CUDA,0.1006
CTGAN,"(64, 32)",CUDA,0.0988
CTGAN,"(64, 32)",CUDA,0.1017
CTGAN,"(64, 32)",CUDA,0.1046
CTGAN,"(64, 32)",CUDA,0.1078
CTGAN,"(64, 32)",CUDA,0.103
CTGAN,"(64, 32)",CUDA,0.1021
CTGAN,"(64, 32)",CUDA,0.1061
CTGAN,"(64, 32)",CUDA,0.1229
CTGAN,"(64, 32)",CUDA,0.1802
CTGAN,"(64, 32)",CUDA,0.1329
CTGAN,"(64, 32)",CUDA,0.1052
CTGAN,"(64, 32)",CUDA,0.1101
CTGAN,"(64, 32)",CUDA,0.1235
CTGAN,"(64, 32)",CUDA,0.1215
CTGAN,"(64, 32)",CUDA,0.1127
CTGAN,"(64, 32)",CUDA,0.1267
CTGAN,"(64, 32)",CUDA,0.1288
CTGAN,"(64, 32)",CUDA,0.1134
CTGAN,"(64, 32)",CUDA,0.1087
CTGAN,"(64, 32)",CUDA,0.1115
CTGAN,"(64, 32)",CUDA,0.1114
CTGAN,"(64, 32)",CUDA,0.1068
CTGAN,"(64, 32)",CUDA,0.1098
CTGAN,"(64, 32)",CUDA,0.1057
CTGAN,"(64, 32)",CUDA,0.1037
CTGAN,"(64, 32)",CUDA,0.1198
CTGAN,"(64, 32)",CUDA,0.1118
CTGAN,"(64, 32)",CUDA,0.1131
CTGAN,"(64, 32)",CUDA,0.1125
CTGAN,"(64, 32)",CUDA,0.1253
CTGAN,"(64, 32)",CUDA,0.116
CTGAN,"(64, 32)",CUDA,0.1121
CTGAN,"(64, 32)",CUDA,0.1286
CTGAN,"(64, 32)",CUDA,0.1191
CTGAN,"(64, 32)",CUDA,0.137
CTGAN,"(64, 32)",CUDA,0.1313
CTGAN,"(64, 32)",CUDA,0.1254
CTGAN,"(64, 32)",CUDA,0.1259
CTGAN,"(64, 32)",CUDA,0.123
CTGAN,"(64, 32)",CUDA,0.119
CTGAN,"(64, 32)",CUDA,0.1047
CTGAN,"(64, 32)",CUDA,0.1133
CTGAN,"(64, 32)",CUDA,0.133
CTGAN,"(64, 32)",CUDA,0.1321
CTGAN,"(64, 32)",CUDA,0.1201
CTGAN,"(64, 32)",CUDA,0.1146
CTGAN,"(64, 32)",CUDA,0.1047
CTGAN,"(64, 32)",CUDA,0.1056
CTGAN,"(64, 32)",CUDA,0.1113
CTGAN,"(64, 32)",CUDA,0.1262
CTGAN,"(64, 32)",CUDA,0.119
CTGAN,"(64, 32)",CUDA,0.1067
CTGAN,"(64, 32)",CUDA,0.1263
CTGAN,"(64, 32)",CUDA,0.1222
CTGAN,"(64, 32)",CUDA,0.1013
CTGAN,"(64, 32)",CUDA,0.1016
CTGAN,"(64, 32)",CUDA,0.1037
CTGAN,"(64, 32)",CUDA,0.1137
CTGAN,"(64, 32)",CUDA,0.1085
CTGAN,"(64, 32)",CUDA,0.1021
CTGAN,"(64, 32)",CUDA,0.1235
CTGAN,"(64, 32)",CUDA,0.1277
CTGAN,"(64, 32)",CUDA,0.1205
