Model,Architecture,Device,Time_seconds
CTGAN,"(32, 16)",CPU,0.2977
CTGAN,"(32, 16)",CPU,0.1756
CTGAN,"(32, 16)",CPU,0.133
CTGAN,"(32, 16)",CPU,0.1902
CTGAN,"(32, 16)",CPU,0.1662
CTGAN,"(32, 16)",CPU,0.2583
CTGAN,"(32, 16)",CPU,0.1622
CTGAN,"(32, 16)",CPU,0.21
CTGAN,"(32, 16)",CPU,0.7638
CTGAN,"(32, 16)",CPU,0.1863
CTGAN,"(32, 16)",CPU,0.1337
CTGAN,"(32, 16)",CPU,0.2719
CTGAN,"(32, 16)",CPU,0.2188
CTGAN,"(32, 16)",CPU,0.2053
CTGAN,"(32, 16)",CPU,0.2543
CTGAN,"(32, 16)",CPU,0.2325
CTGAN,"(32, 16)",CPU,0.2478
CTGAN,"(32, 16)",CPU,0.1661
CTGAN,"(32, 16)",CPU,0.1466
CTGAN,"(32, 16)",CPU,0.1744
CTGAN,"(32, 16)",CPU,0.2487
CTGAN,"(32, 16)",CPU,0.1091
CTGAN,"(32, 16)",CPU,0.1102
CTGAN,"(32, 16)",CPU,0.1296
CTGAN,"(32, 16)",CPU,0.1334
CTGAN,"(32, 16)",CPU,0.192
CTGAN,"(32, 16)",CPU,0.6016
CTGAN,"(32, 16)",CPU,0.0738
CTGAN,"(32, 16)",CPU,0.0764
CTGAN,"(32, 16)",CPU,0.0642
CTGAN,"(32, 16)",CPU,0.0652
CTGAN,"(32, 16)",CPU,0.0663
CTGAN,"(32, 16)",CPU,0.1242
CTGAN,"(32, 16)",CPU,0.0753
CTGAN,"(32, 16)",CPU,0.1367
CTGAN,"(32, 16)",CPU,0.231
CTGAN,"(32, 16)",CPU,0.1649
CTGAN,"(32, 16)",CPU,0.198
CTGAN,"(32, 16)",CPU,0.0984
CTGAN,"(32, 16)",CPU,0.0829
CTGAN,"(32, 16)",CPU,0.0891
CTGAN,"(32, 16)",CPU,0.0904
CTGAN,"(32, 16)",CPU,0.1451
CTGAN,"(32, 16)",CPU,0.0902
CTGAN,"(32, 16)",CPU,0.1026
CTGAN,"(32, 16)",CPU,0.0925
CTGAN,"(32, 16)",CPU,0.2369
CTGAN,"(32, 16)",CPU,0.279
CTGAN,"(32, 16)",CPU,0.1635
CTGAN,"(32, 16)",CPU,0.1631
CTGAN,"(32, 16)",CPU,0.1055
CTGAN,"(32, 16)",CPU,0.2133
CTGAN,"(32, 16)",CPU,0.1029
CTGAN,"(32, 16)",CPU,0.1383
CTGAN,"(32, 16)",CPU,0.1115
CTGAN,"(32, 16)",CPU,0.1476
CTGAN,"(32, 16)",CPU,0.1538
CTGAN,"(32, 16)",CPU,0.0766
CTGAN,"(32, 16)",CPU,0.0953
CTGAN,"(32, 16)",CPU,0.0912
CTGAN,"(32, 16)",CPU,0.1041
CTGAN,"(32, 16)",CPU,0.1773
CTGAN,"(32, 16)",CPU,0.1975
CTGAN,"(32, 16)",CPU,0.1485
CTGAN,"(32, 16)",CPU,0.2265
CTGAN,"(32, 16)",CPU,0.1298
CTGAN,"(32, 16)",CPU,0.1987
CTGAN,"(32, 16)",CPU,0.2981
CTGAN,"(32, 16)",CPU,0.1473
CTGAN,"(32, 16)",CPU,0.1013
CTGAN,"(32, 16)",CPU,0.0978
CTGAN,"(32, 16)",CPU,0.1472
CTGAN,"(32, 16)",CPU,0.0933
CTGAN,"(32, 16)",CPU,0.0638
CTGAN,"(32, 16)",CPU,0.0754
CTGAN,"(32, 16)",CPU,0.0725
CTGAN,"(32, 16)",CPU,0.0802
CTGAN,"(32, 16)",CPU,0.0796
CTGAN,"(32, 16)",CPU,0.1194
CTGAN,"(32, 16)",CPU,0.0893
CTGAN,"(32, 16)",CPU,0.316
CTGAN,"(32, 16)",CPU,0.1224
CTGAN,"(32, 16)",CPU,0.157
CTGAN,"(32, 16)",CPU,0.1232
CTGAN,"(32, 16)",CPU,0.3121
CTGAN,"(32, 16)",CPU,0.171
CTGAN,"(32, 16)",CPU,0.3512
CTGAN,"(32, 16)",CPU,0.2918
CTGAN,"(32, 16)",CPU,0.2125
CTGAN,"(32, 16)",CPU,0.0846
CTGAN,"(32, 16)",CPU,0.0886
CTGAN,"(32, 16)",CPU,0.0552
CTGAN,"(32, 16)",CPU,0.0768
CTGAN,"(32, 16)",CPU,0.1009
CTGAN,"(32, 16)",CPU,0.1094
CTGAN,"(32, 16)",CPU,0.0957
CTGAN,"(32, 16)",CPU,0.0845
CTGAN,"(32, 16)",CPU,0.1856
CTGAN,"(32, 16)",CPU,0.0979
CTGAN,"(32, 16)",CPU,0.2352
CTGAN,"(32, 16)",CPU,0.0965
CTGAN,"(32, 16)",CPU,0.1837
CTGAN,"(32, 16)",CPU,0.3686
CTGAN,"(32, 16)",CPU,0.1021
CTGAN,"(32, 16)",CPU,0.1848
CTGAN,"(32, 16)",CPU,0.0879
CTGAN,"(32, 16)",CPU,0.0877
CTGAN,"(32, 16)",CPU,0.2829
CTGAN,"(32, 16)",CPU,0.1208
CTGAN,"(32, 16)",CPU,0.159
CTGAN,"(32, 16)",CPU,0.195
CTGAN,"(32, 16)",CPU,0.1166
CTGAN,"(32, 16)",CPU,0.1179
CTGAN,"(32, 16)",CPU,0.2697
CTGAN,"(32, 16)",CPU,0.2317
CTGAN,"(32, 16)",CPU,0.1998
CTGAN,"(32, 16)",CPU,0.3068
CTGAN,"(32, 16)",CPU,0.1879
CTGAN,"(32, 16)",CPU,0.2239
CTGAN,"(32, 16)",CPU,0.1634
CTGAN,"(32, 16)",CPU,0.096
CTGAN,"(32, 16)",CPU,0.0955
CTGAN,"(32, 16)",CPU,0.139
CTGAN,"(32, 16)",CPU,0.0685
CTGAN,"(32, 16)",CPU,0.0849
CTGAN,"(32, 16)",CPU,0.1069
CTGAN,"(32, 16)",CPU,0.2269
CTGAN,"(32, 16)",CPU,0.0942
CTGAN,"(32, 16)",CPU,0.0962
CTGAN,"(32, 16)",CPU,0.1657
CTGAN,"(32, 16)",CPU,0.1116
CTGAN,"(32, 16)",CPU,0.1078
CTGAN,"(32, 16)",CPU,0.2428
CTGAN,"(32, 16)",CPU,0.2409
CTGAN,"(32, 16)",CPU,0.1021
CTGAN,"(32, 16)",CPU,0.199
CTGAN,"(32, 16)",CPU,0.1479
CTGAN,"(32, 16)",CPU,0.099
CTGAN,"(32, 16)",CPU,0.1788
CTGAN,"(32, 16)",CPU,0.1408
CTGAN,"(32, 16)",CPU,0.1372
CTGAN,"(32, 16)",CPU,0.0764
CTGAN,"(32, 16)",CPU,0.0962
CTGAN,"(32, 16)",CPU,0.0773
CTGAN,"(32, 16)",CPU,0.0752
CTGAN,"(32, 16)",CPU,0.0979
CTGAN,"(32, 16)",CPU,0.0637
CTGAN,"(32, 16)",CPU,0.0841
CTGAN,"(32, 16)",CPU,0.1572
CTGAN,"(32, 16)",CPU,0.0742
CTGAN,"(32, 16)",CPU,0.0619
CTGAN,"(32, 16)",CPU,0.0861
CTGAN,"(32, 16)",CPU,0.1956
CTGAN,"(32, 16)",CPU,0.0816
CTGAN,"(32, 16)",CPU,0.0596
CTGAN,"(32, 16)",CPU,0.0892
CTGAN,"(32, 16)",CPU,0.0579
CTGAN,"(32, 16)",CPU,0.0612
CTGAN,"(32, 16)",CPU,0.0702
CTGAN,"(32, 16)",CPU,0.1054
CTGAN,"(32, 16)",CPU,0.0732
CTGAN,"(32, 16)",CPU,0.0888
CTGAN,"(32, 16)",CPU,0.0812
CTGAN,"(32, 16)",CPU,0.0637
CTGAN,"(32, 16)",CPU,0.0527
CTGAN,"(32, 16)",CPU,0.0525
CTGAN,"(32, 16)",CPU,0.0526
CTGAN,"(32, 16)",CPU,0.0568
CTGAN,"(32, 16)",CPU,0.054
CTGAN,"(32, 16)",CPU,0.0609
CTGAN,"(32, 16)",CPU,0.096
CTGAN,"(32, 16)",CPU,0.0702
CTGAN,"(32, 16)",CPU,0.0581
CTGAN,"(32, 16)",CPU,0.0599
CTGAN,"(32, 16)",CPU,0.0541
CTGAN,"(32, 16)",CPU,0.0559
CTGAN,"(32, 16)",CPU,0.0525
CTGAN,"(32, 16)",CPU,0.0647
CTGAN,"(32, 16)",CPU,0.0584
CTGAN,"(32, 16)",CPU,0.0564
CTGAN,"(32, 16)",CPU,0.0532
CTGAN,"(32, 16)",CPU,0.0532
CTGAN,"(32, 16)",CPU,0.0576
CTGAN,"(32, 16)",CPU,0.0656
CTGAN,"(32, 16)",CPU,0.0544
CTGAN,"(32, 16)",CPU,0.0602
CTGAN,"(32, 16)",CPU,0.0764
CTGAN,"(32, 16)",CPU,0.0746
CTGAN,"(32, 16)",CPU,0.0823
CTGAN,"(32, 16)",CPU,0.0896
CTGAN,"(32, 16)",CPU,0.0848
CTGAN,"(32, 16)",CPU,0.0728
CTGAN,"(32, 16)",CPU,0.0745
CTGAN,"(32, 16)",CPU,0.0739
CTGAN,"(32, 16)",CPU,0.0811
CTGAN,"(32, 16)",CPU,0.0915
CTGAN,"(32, 16)",CPU,0.1553
CTGAN,"(32, 16)",CPU,0.1593
CTGAN,"(32, 16)",CPU,0.1937
CTGAN,"(32, 16)",CPU,0.1717
CTGAN,"(32, 16)",CPU,0.1184
CTGAN,"(32, 16)",CPU,0.0947
CTGAN,"(32, 16)",CPU,0.0911
CTGAN,"(32, 16)",CPU,0.0965
CTGAN,"(32, 16)",CPU,0.1122
CTGAN,"(32, 16)",CPU,0.0962
CTGAN,"(32, 16)",CPU,0.0917
CTGAN,"(32, 16)",CPU,0.1004
CTGAN,"(32, 16)",CPU,0.1201
CTGAN,"(32, 16)",CPU,0.1629
CTGAN,"(32, 16)",CPU,0.1502
CTGAN,"(32, 16)",CPU,0.0571
